comment,intent,source,confidence,latency_ms,cost_usd,stage
احذروا دجاجلة التسويق 😊<br>نعم، يوجد رسوم تحويل عملة في بطاقة &quot;برق&quot; عندما تستخدمها في إندونيسيا (أو أي بلد خارج المملكة العربية السعودية).<br>​بطاقة &quot;برق&quot; هي بطاقة خصم أو ائتمان عادية صادرة محلياً .<br>​تفاصيل الرسوم:<br>​رسوم تحويل العملة الأجنبية (foreign exchange fee): هذه هي الرسوم الرئيسية، وهي عبارة عن نسبة مئوية تفرضها الجهة المصدرة للبطاقة (البنك السعودي) على كل عملية شراء أو سحب تجريها بعملة غير الريال السعودي (مثل الروبية الإندونيسية).<br>​النسبة الشائعة لهذه الرسوم تتراوح بين 2.5% إلى 3% من قيمة العملية.<br>​رسوم الصرف (mark-up on exchange rate): بالإضافة إلى الرسوم المئوية، فإن البنك يطبق سعر صرف مختلف عن سعر السوق الحقيقي، وهذا يعتبر هامش ربح إضافي له.<br>​الخلاصة:<br>كل مرة تدفع فيها بواسطة بطاقة &quot;برق&quot; في إندونيسيا، يتم خصم قيمة المشتريات مضافاً إليها ما يقارب 3% من إجمالي المبلغ كرسوم تحويل عملة. ولهذا السبب، يظل الدفع النقدي (الكاش) بعد الصرافة في مكاتب موثوقة هو الخيار الأوفر.,Statement,gpt-4o-mini,0.95,1006.75,7.1e-05,training
افضل بنك في المملكه العربيه السعوديه برق,Praise,gpt-4o-mini,0.95,1454.49,2.6e-05,training
ما وضحت كيف نستخرج كشف حساب,Question,gpt-4o-mini,0.95,788.18,2.5e-05,training
فيزا ولامدى,Question,gpt-4o-mini,0.95,821.86,2.5e-05,training
ليه ماتشتغل عندي,Question,gpt-4o-mini,0.95,622.55,2.5e-05,training
كيف افعل الكاش باك؟,Question,gpt-4o-mini,0.95,704.81,2.5e-05,training
كذابين ولله ماتصدقون هالكلام أنا محول اكتر من ٢٥٠٠ريال وما جاني شي,Complaint,gpt-4o-mini,0.95,1025.78,2.8e-05,training
المستلم كيف يستلمها ؟,Question,gpt-4o-mini,0.95,737.34,2.5e-05,training
شباب انا لما احاول اسحب بها فالمنصورة في مصر <br> يقولي تجاوزت الحد اليومي<br>وانا اخر مرة ساحب بها قبل اسبوع اساسا هل في احد واجهته المشكلة هذي وايش حلها<br>يوم احاول,Question,gpt-4o-mini,0.95,1036.87,3.3e-05,training
الموسيقى ازعاااج🤦‍♂️,Complaint,gpt-4o-mini,0.95,989.79,2.6e-05,training
عندها عيب تصرف ٥ صرفات في الشهر بس,Complaint,gpt-4o-mini,0.95,961.64,2.6e-05,training
سلام اخي من فظلك هل فيها فيزا افتراضية وهل ينفع نطلبها من الجزائر وهل تفعل البايبال. مشكور .,Question,gpt-4o-mini,0.95,872.41,2.8e-05,training
تصرف امنه 😅,Statement,gpt-4o-mini,0.95,1127.01,2.5e-05,training
فيها دخول صلات,Statement,gpt-4o-mini,0.95,808.05,2.5e-05,training
عليه رسوم,Statement,gpt-4o-mini,0.95,925.77,2.4e-05,training
مشكله برق اذا حولت بنك محلي لاتوصل الحواله الي بعد 10ساعات,Complaint,gpt-4o-mini,0.95,638.2,2.7e-05,training
المشكله متقدر تعل بها ايداع,Complaint,gpt-4o-mini,0.95,1345.94,2.5e-05,training
حاليا يور بي افضل من برق 👌🏻,Praise,gpt-4o-mini,0.95,1089.42,2.5e-05,training
ازى اكلم خدمة العملاء في مصر لأنها مبتسحبش في فلوس,Complaint,gpt-4o-mini,0.95,1204.66,2.6e-05,training
